num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_episodes_lifetime,env_runners/sample,env_runners/num_env_steps_sampled,env_runners/rlmodule_inference_timer,env_runners/num_env_steps_sampled_lifetime,env_runners/weights_seq_no,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_episodes,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/env_step_timer,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/num_agent_steps_sampled/default_agent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,learners/default_policy/vf_loss,learners/default_policy/weights_seq_no,learners/default_policy/total_loss,learners/default_policy/entropy,learners/default_policy/curr_entropy_coeff,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/mean_kl_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/vf_explained_var,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/module_train_batch_size_mean,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_loss_unclipped,learners/default_policy/policy_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/flatten_observations,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation
1,4008.0,False,1,88e23_00000,2025-07-23_01-08-42,1753232922,6.520416021347046,6.520416021347046,8806,nrxr0b6i9i,10.38.191.215,6.520416021347046,1,6.509743795730174,2.261623740196228e-05,6.50935033056885,0.24981391988694668,6.2538043688982725,0.002722560428082943,0.0,0.12784529492879906,4008.0,0.0005229756474604105,4008.0,0.0,88.23190354464585,0.0,0.0023257150314748287,88.23190354464585,0.0018837948341788996,3923.4914658804073,6,0,0,27.939999999999998,18.109999999999996,0.0,4.0700040700040695e-05,4008.0,0.0007987536080592316,4008.0,0.002240338941142668,4008.0,4008.0,5.6556544,1.0,5.7544045,2.0455112,0.0,124672,0.02528083,141065,-0.06298864,1.0,128.0,5e-05,464.0698,0.09369265,124672,0.30000001192092896,2.6377432,20422.93944029064,4008,124672,141065,4044048,4152,0,4044048,124672,662500.9014836282,20423.36473802684,20423.629633270495,0.14520614221692085,0.00020518973183389727,3.9650425864727714e-05,4.603273242630068e-06,7.643667611384334e-05,1.326487135915967e-05,0.00010799304423291313,0.0007955054486083415,0.0001604114837772724,0.0003011388101782718,0.000458842832425251,0.00024610144634496477,2.501924432310959e-06,0.011019852943718433,0.0010593431070446968,0.06276195775717497,8.631497621536255e-06,0.044649441726505756,3.264285624027252e-05,0.00029741227626800537,0.02435976266860962
1,8016.0,False,2,88e23_00000,2025-07-23_01-08-53,1753232933,6.65838098526001,13.178797006607056,8806,nrxr0b6i9i,10.38.191.215,13.178797006607056,2,6.511102004814893,2.277047373354435e-05,6.510706031331792,0.24943033802323045,6.255536209568381,0.0027238055877387523,0.0,0.12782856072764845,4008.0,0.0004697891997761414,8016.0,1.0,154.92809487906868,0.0,0.0023257150314748287,154.92809487906868,0.0017903333246911239,3872.3692317966165,6,0,0,27.849999999999998,19.428571428571427,0.0,4.07000407000407e-05,4008.0,0.0007231497180304915,8016.0,0.002004715904082455,4008.0,8016.0,5.8445997,2.0,5.838397,1.992086,0.0,249344,0.016322874,141065,-0.052415967,1.0,128.0,5e-05,752.2628,-0.011098857,124672,0.30000001192092896,2.798086,20394.052530139084,4008.0,249344,141065,4044048,4152.0,0,8088096,124672,661563.5388625396,20394.456379616844,20394.723640064418,0.1474164813105017,0.00019545185319060638,3.8229971599002034e-05,4.885489822377605e-06,7.250087508435624e-05,1.2730385097180442e-05,9.534565129542235e-05,0.0006954304967180504,0.00016064580460991182,0.000247665024849266,0.0004095022452325174,0.00022919070831921634,2.6816300532430992e-06,0.011010012477636338,0.001058470495045185,0.06267988958396017,8.612051606178283e-06,0.04698316613212228,3.2605743035674097e-05,0.0002966098766773939,0.02433480248786509
1,12024.0,False,3,88e23_00000,2025-07-23_01-09-00,1753232940,6.79399847984314,19.972795486450195,8806,nrxr0b6i9i,10.38.191.215,19.972795486450195,3,6.513865047750063,2.2655924689024687e-05,6.513467368431296,0.2511648775440641,6.2565406218193464,0.0027396541742607953,0.0,0.12775843450686272,4008.0,0.00042714280182833017,12024.0,2.0,205.3457075967609,0.0,0.0023257150314748287,205.3457075967609,0.0017253029901023514,3786.7049472711474,6,0,0,33.511111111111106,19.666666666666664,0.0,4.07000407000407e-05,4008.0,0.000674273425792446,12024.0,0.0017682478048234532,4008.0,12024.0,4.335116,3.0,4.3891697,1.9889127,0.0,374016,0.0121228825,141065,0.026908875,1.0,128.0,5e-05,231.45369,0.050417144,124672,0.30000001192092896,1.2044783,20350.426029857845,4008.0,374016,141065,4044048,4152.0,0,12132144,124672,660145.357958228,20350.8035161598,20351.053754185254,0.1472490904523991,0.0001923372443344086,4.297903331224604e-05,5.091846930359952e-06,6.995066104617267e-05,1.2324556445473912e-05,8.631748711383689e-05,0.0005982132947742993,0.00015484854164340221,0.00020377829463314142,0.0003605051785243883,0.00020974545372350146,2.789911415560893e-06,0.011000690852478148,0.0010575415935367345,0.06260521786315366,8.602159842848777e-06,0.04693453713785857,3.2587310764938595e-05,0.0002959102631546557,0.02430658913021907
1,16032.0,False,4,88e23_00000,2025-07-23_01-09-06,1753232946,6.525882005691528,26.498677492141724,8806,nrxr0b6i9i,10.38.191.215,26.498677492141724,4,6.513909045713385,2.2619075850583614e-05,6.513509509224873,0.25230130314036364,6.2554198460005,0.0027457863441649826,0.0,0.12815518035751658,4008.0,0.00040119748570543095,16032.0,3.0,243.45838157004266,0.0,0.0023257150314748287,243.45838157004266,0.0017021528965014496,3678.018503119509,6,0,0,23.34444444444445,19.7,0.0,4.07000407000407e-05,4008.0,0.0006543169989157247,16032.0,0.0019208827846105413,4008.0,16032.0,5.1890154,4.0,5.1303625,1.8735055,0.0,498688,0.007345474,141065,-0.011513233,1.0,128.0,5e-05,605.09735,-0.06085625,124672,0.30000001192092896,4.3678503,20384.79574920389,4008.0,498688,141065,4044048,4152.0,0,16176192,124672,661220.3316212962,20384.900778219064,20384.823146242154,0.14712554493458288,0.00019649507903429084,4.2904736061606706e-05,5.435783940585984e-06,7.00424609504813e-05,1.2399932676886409e-05,8.09202383392182e-05,0.0005324009505235137,0.00015701559900322044,0.00017338141158470839,0.00033174854055400014,0.0004931661779590003,2.943481500565377e-06,0.010993324986275288,0.001056994463507086,0.0625464665629873,8.623715315014124e-06,0.04690992292934098,3.255930255632848e-05,0.00029492921516578643,0.024279312150944952
1,20040.0,False,5,88e23_00000,2025-07-23_01-09-13,1753232953,6.6953325271606445,33.19401001930237,8806,nrxr0b6i9i,10.38.191.215,33.19401001930237,5,6.515644995247243,2.2617250013528395e-05,6.51524374421285,0.2542927708264402,6.255138626505688,0.0027571451208768596,0.0,0.12822653930883313,4008.0,0.00038011898189356036,20040.0,4.0,272.26965807277867,0.0,0.0023257150314748287,272.26965807277867,0.0016852728815682696,3554.761389499439,6,0,0,25.7,19.639999999999997,0.0,4.0700040700040695e-05,4008.0,0.0006321223149852149,20040.0,0.0017768510360405426,4008.0,20040.0,5.4249477,5.0,5.301994,1.8957269,0.0,623360,0.010514467,141065,0.060505033,1.0,128.0,5e-05,399.3304,-0.12610838,124672,0.30000001192092896,1.8418025,20442.64453051989,4008.0,623360,141065,4044048,4152.0,0,20220240,124672,663100.8697585589,20442.783126867937,20442.73086064161,0.14709641534397605,0.00019646000919213783,4.25925620841764e-05,5.626324156230821e-06,7.067557610903199e-05,1.2320593558462444e-05,7.538784181382412e-05,0.00047734527275937553,0.00015587181683524509,0.00014786090451010574,0.00033467973298474365,0.0004315258470977055,3.285705094430907e-06,0.01098342201147426,0.0010580832060165329,0.06256153967341038,8.606014190129937e-06,0.04688561741053267,3.252634971016087e-05,0.000294323866356695,0.024271830697801696
1,24048.0,False,6,88e23_00000,2025-07-23_01-09-19,1753232959,6.387315511703491,39.58132553100586,8806,nrxr0b6i9i,10.38.191.215,39.58132553100586,6,6.514289931287908,2.2551963488157934e-05,6.513888002548868,0.2533527091345041,6.254718873105106,0.002756632557894838,0.0,0.1279077525396342,4008.0,0.00033859991769616084,24048.0,5.0,294.04984286640143,0.0,0.0023257150314748287,294.04984286640143,0.0015667692542003404,3422.9306412340293,6,0,0,26.88888888888889,19.677777777777777,0.0,4.07000407000407e-05,4008.0,0.0005802399447588589,24048.0,0.0015579417769160445,4008.0,24048.0,4.761238,6.0,4.611321,1.7176458,0.0,748032,0.015459151,141065,-0.023864388,1.0,128.0,5e-05,859.5544,-0.15455478,124672,0.30000001192092896,1.1296365,20523.74966410241,4008.0,748032,141065,4044048,4152.0,0,24264288,124672,665728.0133378092,20523.89051823872,20523.851126167945,0.14705796377002206,0.0001855122123205542,3.950509207242518e-05,5.3330530143048944e-06,6.596015276547772e-05,1.149393754533067e-05,6.737443727717116e-05,0.0004133719212626739,0.00014944639859899625,0.0001255894019282457,0.0002996962739491243,0.0003576732305705715,3.14971783629878e-06,0.011003814328944777,0.0010605972350167484,0.06257787608910749,8.655256591868774e-06,0.04683960408361069,3.258153148478968e-05,0.00029334105239946787,0.02424392857367547
1,28056.0,False,7,88e23_00000,2025-07-23_01-09-26,1753232966,6.468813180923462,46.05013871192932,8806,nrxr0b6i9i,10.38.191.215,46.05013871192932,7,6.5137710414240635,2.248456379999457e-05,6.513368272992459,0.2525815435882748,6.254950761786616,0.0027573077325743355,0.0,0.12765935860619973,4008.0,0.00031485856638554507,28056.0,6.0,310.5150288148117,0.0,0.0023257150314748287,310.5150288148117,0.0014921627882702882,3286.912128571026,6,0,0,19.355555555555554,19.7,0.0,4.07000407000407e-05,4008.0,0.0005502887352986456,28056.0,0.0014063599974125653,4008.0,28056.0,4.1538677,7.0,4.0449514,1.7905325,0.0,872704,0.009178016,141065,-0.024689317,1.0,128.0,5e-05,334.71878,-0.11166984,124672,0.30000001192092896,0.5433122,20599.13130071575,4008.0,872704,141065,4044048,4152.0,0,28308336,124672,668173.9973296006,20599.256466018967,20599.22244254852,0.1493227513410411,0.00017988138295528877,3.788343186189321e-05,5.444340716104205e-06,6.392145884909521e-05,1.0893041005411312e-05,6.402072572923788e-05,0.0003748505453394467,0.00014439070598991534,0.00010939364140825684,0.00027346389865645323,0.0003019497523120772,3.0789951924513885e-06,0.010992573855289551,0.0010595680620145776,0.06251910396462737,8.643759312238348e-06,0.04920204107177653,3.2505459631550676e-05,0.00029275546883317585,0.024222012494455814
1,32064.0,False,8,88e23_00000,2025-07-23_01-09-32,1753232972,6.268476963043213,52.318615674972534,8806,nrxr0b6i9i,10.38.191.215,52.318615674972534,8,6.511188570592258,2.2457791847163843e-05,6.510784547420578,0.2516811560727633,6.253266400332601,0.0027547816631967523,0.0,0.12738692805005183,4008.0,0.0002940480728519709,32064.0,7.0,322.96240398922606,0.0,0.0023257150314748287,322.96240398922606,0.0014269508172410593,3149.7554081860153,6,0,0,21.125,19.7125,0.0,4.07000407000407e-05,4008.0,0.0005240330869684726,32064.0,0.0012894587198039988,4008.0,32064.0,4.0089097,8.0,3.9438102,1.6400268,0.0,997376,0.012735155,141065,-0.01270175,1.0,128.0,5e-05,777.54926,-0.06892049,124672,0.30000001192092896,0.66411024,20573.667441543163,4008.0,997376,141065,4044048,4152.0,0,32352384,124672,667349.7801751677,20573.8124897511,20573.778621831265,0.14914118627620082,0.000174526571587367,3.761706501139667e-05,5.342129767421196e-06,6.16521342531682e-05,1.0528240337945766e-05,5.962210214313022e-05,0.00034232016753880126,0.0001417816313914113,9.77615647394801e-05,0.0002542217460676216,0.00025907571387255953,2.9745759784712567e-06,0.010984498466192727,0.0010590311774276951,0.062443301629802564,8.665951184219114e-06,0.04913493425742064,3.2486158236481434e-05,0.00029176708607003116,0.02419767553729964
1,36072.0,False,9,88e23_00000,2025-07-23_01-09-39,1753232979,6.705115079879761,59.023730754852295,8806,nrxr0b6i9i,10.38.191.215,59.023730754852295,9,6.512982063250361,2.238951779638992e-05,6.512576704018007,0.25097164022933466,6.255764316594722,0.0027531803724216374,0.0,0.12723323824825125,4008.0,0.0002913463168391145,36072.0,8.0,332.37252094070465,0.0,0.0023257150314748287,332.37252094070465,0.001432687493304447,3013.6603649555454,6,0,0,32.470000000000006,19.78,0.0,4.0700040700040695e-05,4008.0,0.0005075930493585322,36072.0,0.0012141964155983921,4008.0,36072.0,4.4601912,9.0,4.5120363,1.703931,0.0,1122048,0.007315279,141065,-0.0076087713,1.0,128.0,5e-05,446.05997,0.049650744,124672,0.30000001192092896,0.68334705,20519.589297931405,4008.0,1122048,141065,4044048,4152.0,0,36396432,124672,665591.6706224238,20519.588301445037,20519.57107413,0.14905703564349035,0.00017112769279476196,3.590755690580038e-05,5.222908744528835e-06,6.194577298106631e-05,1.042255146463551e-05,5.752936961083911e-05,0.00032196876329985865,0.00014719108607051367,8.876459104104597e-05,0.00024132985478318649,0.00022675994570450395,3.04207136822241e-06,0.010979914883735432,0.0010592505311992394,0.06243949863378025,8.6528568425458e-06,0.04908584962819339,3.243537557460021e-05,0.00029085280182603767,0.024175228295196305
1,40080.0,False,10,88e23_00000,2025-07-23_01-09-45,1753232985,6.642454147338867,65.66618490219116,8806,nrxr0b6i9i,10.38.191.215,65.66618490219116,10,6.514214912672517,2.2299090456594168e-05,6.513807636938133,0.2508689585277777,6.257079426763938,0.0027632180934177323,0.0,0.12722711257357414,4008.0,0.0002920555443358883,40080.0,9.0,339.4865953665973,0.0,0.0023257150314748287,339.4865953665973,0.0014637187023871234,2880.0183864646633,6,0,0,25.08888888888889,19.733333333333334,0.0,4.07000407000407e-05,4008.0,0.0005181757038509046,40080.0,0.0011920705477081793,4008.0,40080.0,5.525343,10.0,5.3474054,1.5656546,0.0,1246720,0.016761113,141065,-0.0073183775,1.0,128.0,5e-05,826.04376,-0.18296579,124672,0.30000001192092896,1.0072203,20555.45551231321,4008.0,1246720,141065,4044048,4152.0,0,40440480,124672,666755.4200522726,20555.46642319891,20555.456305216325,0.15126122166268116,0.000179410017160581,3.6767831904584786e-05,5.413739860533405e-06,6.30615692152469e-05,1.05900395722794e-05,5.691285128490208e-05,0.0003115835244713387,0.0001509312810248662,8.38867576223359e-05,0.00024104419529846007,0.00021363165060326244,3.012967230264918e-06,0.010970918672420608,0.0010587700935717783,0.062368832743870006,8.638757230748189e-06,0.051393742836306266,3.2393249811865685e-05,0.00029000494607604873,0.024155626984357356
